ID,achievement_satisfaction,irritation,hurry_to_finalize,self_doubt,rumination,emotional_repression,pessimism,disappointment_fretting,work_detachment,indecisiveness,easily_wound_up,loneliness,weather_mood,achievement_dissatisfaction,impatience,smoking,lack_confidence,unclear_thinking,rushed_work,poor_sleep,alcohol,relaxation_difficulty,poor_concentration,lack_exercise,noise_sensitivity,headaches,clammy_hands,criticism_sensitivity,panic_attacks,distrust,stomach_issues,people_pleasing,distractibility,easily_frightened,time_pressure,StressLevel
550,C,B,C,D,B,B,A,B,B,B,C,B,B,C,C,C,B,C,B,A,C,D,C,C,A,C,B,B,B,C,C,C,B,C,B,Moderate
551,D,D,A,C,D,B,C,C,D,C,B,C,B,C,B,A,C,B,C,C,C,A,A,B,C,B,B,A,D,B,C,B,B,C,B,Moderate
552,C,A,B,C,B,C,B,A,B,C,C,B,B,B,C,A,D,B,C,A,C,B,B,C,C,B,C,B,B,C,A,A,D,B,C,Moderate
553,B,B,B,B,A,D,B,C,A,B,C,B,C,B,B,C,C,C,D,A,C,D,B,C,C,B,B,D,C,B,C,B,B,B,B,Moderate
554,B,C,B,C,C,B,C,B,A,B,B,C,B,C,B,B,C,B,B,C,A,C,C,B,C,A,D,D,C,B,D,C,D,B,B,Moderate
555,C,D,D,A,B,C,C,A,C,B,C,C,C,D,B,C,C,C,B,B,C,B,D,A,A,C,B,B,C,B,C,D,D,B,B,Moderate
556,D,D,C,D,D,C,C,C,C,A,C,D,B,A,B,A,B,C,C,D,C,C,B,C,D,C,B,B,A,C,D,B,D,B,B,Moderate
557,B,B,B,B,C,B,B,B,B,B,C,B,B,C,A,C,A,B,B,C,C,C,B,C,B,D,D,A,C,C,B,C,D,D,B,Moderate
558,B,A,C,D,C,B,B,B,B,B,B,A,C,D,C,D,B,D,C,B,C,B,D,B,A,B,C,D,C,C,C,C,B,C,B,Moderate
559,B,C,B,D,C,C,D,B,C,B,B,B,B,B,A,C,B,C,B,C,B,B,B,D,B,D,C,C,B,C,C,B,C,C,C,Moderate
560,B,C,B,B,C,D,C,C,C,D,C,B,B,B,B,D,B,C,C,C,C,C,B,C,C,D,D,B,B,C,C,D,C,B,D,Moderate
561,C,A,C,C,B,C,C,C,D,D,D,B,A,B,B,C,C,B,D,D,D,C,C,B,B,C,C,C,C,C,A,B,B,B,B,Moderate
562,C,B,D,C,B,B,C,C,D,B,D,C,B,B,B,A,B,A,A,C,C,B,B,C,B,C,B,B,A,C,B,D,C,D,D,Moderate
563,C,C,B,C,C,A,C,B,B,C,A,B,B,C,C,C,B,B,B,C,B,C,C,C,B,B,A,C,A,D,B,B,D,B,B,Moderate
564,C,C,C,C,D,D,C,D,A,D,B,B,A,C,D,B,B,C,B,C,D,B,C,D,C,A,C,C,C,B,C,D,B,A,B,Moderate
565,B,B,B,B,B,B,B,B,C,A,B,C,B,C,B,A,A,C,D,C,B,B,B,B,C,B,C,C,D,C,B,D,A,B,A,Moderate
566,B,D,B,C,D,C,C,B,D,B,B,C,C,B,C,C,B,B,C,B,D,C,C,B,A,C,A,B,C,C,C,A,C,D,B,Moderate
567,C,B,D,B,B,D,B,B,B,B,D,D,D,B,C,C,B,B,B,B,C,C,D,B,D,D,B,B,C,C,C,C,B,B,B,Moderate
568,C,B,C,A,B,B,B,B,C,B,C,B,B,B,B,B,B,C,B,C,C,D,C,C,A,B,C,A,D,A,B,C,B,B,A,Moderate
569,A,C,C,C,C,B,B,B,C,C,D,B,D,C,B,B,D,D,B,B,A,A,B,A,B,B,C,C,B,B,D,C,C,B,A,Moderate
570,C,B,B,B,D,B,B,C,D,B,A,B,C,A,C,A,B,C,C,B,B,C,C,C,D,B,B,C,D,B,B,D,C,C,B,Moderate
571,B,C,D,B,B,C,B,B,C,D,D,D,D,C,B,C,B,A,B,D,B,D,C,C,C,C,A,B,B,B,A,C,B,A,B,Moderate
572,B,D,A,D,B,C,C,B,C,B,B,B,C,B,B,C,B,B,A,D,B,B,C,B,A,A,C,B,D,B,C,D,A,C,B,Moderate
573,D,C,D,B,C,C,C,C,C,D,C,B,C,C,C,B,C,C,B,C,C,C,B,C,B,B,D,A,B,D,B,B,B,B,B,Moderate
574,A,C,B,D,B,B,C,B,B,D,B,D,B,B,C,B,C,B,C,B,A,C,D,B,D,C,C,B,D,D,C,B,B,B,C,Moderate
575,B,B,C,B,B,B,D,D,D,B,B,D,C,C,A,C,C,B,C,B,C,C,B,A,D,B,B,B,B,B,C,B,C,B,B,Moderate
576,B,C,D,C,B,A,B,B,B,B,B,B,B,C,C,D,B,C,B,C,C,C,B,C,C,B,B,C,A,C,C,C,B,D,D,Moderate
577,B,B,B,D,B,C,B,C,B,C,C,C,C,C,C,C,B,C,D,B,C,B,D,C,B,B,B,D,D,C,C,B,C,B,A,Moderate
578,B,C,B,B,C,C,C,D,C,D,D,C,B,B,D,C,D,B,B,B,C,C,C,A,A,C,D,B,A,D,B,B,C,B,C,Moderate
579,B,C,B,C,C,C,D,B,A,A,B,C,C,B,B,B,C,C,A,B,B,C,D,B,B,C,B,B,B,B,B,C,C,B,B,Moderate
580,C,C,C,D,A,B,C,B,B,D,B,C,C,C,D,C,B,B,D,B,B,B,B,C,D,D,C,B,C,B,B,C,D,C,A,Moderate
581,C,C,B,B,B,C,B,B,D,B,B,C,B,C,B,B,D,D,C,A,B,B,D,D,C,B,D,B,C,D,B,D,C,B,C,Moderate
582,B,C,C,B,C,C,C,B,C,C,B,B,B,B,C,B,D,D,C,D,B,A,C,C,C,B,A,B,B,A,B,B,B,A,B,Moderate
583,B,D,B,C,D,C,B,A,B,D,B,A,C,A,B,D,C,B,D,B,C,C,D,D,D,B,C,D,B,B,B,C,A,B,B,Moderate
584,C,B,C,C,D,A,D,C,D,A,C,B,C,C,B,C,C,C,B,B,B,D,C,A,C,C,A,C,C,A,B,C,D,B,C,Moderate
585,B,B,B,C,D,B,C,B,B,B,B,B,B,C,B,C,C,B,D,D,D,A,C,C,D,B,C,B,B,C,B,C,C,B,B,Moderate
586,B,D,B,D,D,D,C,B,A,C,C,B,B,B,B,B,B,C,C,B,C,D,B,C,B,B,B,C,B,B,B,B,B,B,B,Moderate
587,D,B,D,D,A,B,D,B,B,C,C,C,C,D,C,B,B,D,B,B,D,C,B,A,C,C,B,B,B,C,B,D,B,B,B,Moderate
588,D,B,D,A,B,C,C,C,B,C,B,A,C,A,D,C,A,A,B,B,B,C,C,C,D,D,C,C,C,C,B,D,B,C,C,Moderate
589,C,C,B,B,B,D,D,B,D,B,C,B,C,D,C,B,D,C,B,D,C,B,C,C,C,C,B,B,B,C,C,C,C,C,B,Moderate
590,A,B,B,C,D,D,C,B,B,C,C,B,D,B,A,C,B,C,B,A,A,C,B,B,B,B,B,B,C,D,D,B,C,D,D,Moderate
591,B,B,C,D,C,B,B,C,A,B,C,C,C,D,D,B,D,C,B,B,C,C,B,D,A,B,D,A,C,A,B,B,C,B,C,Moderate
592,C,B,C,C,C,B,B,B,B,B,C,C,B,D,B,D,C,B,C,C,D,D,B,C,B,B,A,D,B,D,C,B,B,A,A,Moderate
593,A,A,A,C,C,C,C,D,C,B,C,D,C,B,C,C,D,B,C,C,A,B,D,C,C,A,B,C,C,C,D,A,A,B,B,Moderate
594,D,C,C,B,C,C,D,B,C,C,C,B,B,B,B,D,D,C,D,B,C,D,D,B,B,D,B,B,C,B,B,D,C,B,D,Moderate
595,C,C,B,D,B,B,A,B,C,B,C,B,C,C,C,C,C,D,B,B,D,B,B,C,C,B,C,D,A,B,D,C,B,B,B,Moderate
596,B,C,C,C,C,B,B,C,C,B,D,C,C,D,B,B,C,C,C,C,D,B,C,C,B,C,B,B,C,B,A,A,B,B,D,Moderate
597,B,B,B,C,C,B,D,D,A,D,C,C,B,B,C,C,C,C,B,C,C,B,D,C,B,C,D,C,C,C,B,B,D,D,B,Moderate
598,B,C,B,A,B,A,D,B,A,A,C,B,A,B,A,D,C,B,B,D,B,B,B,C,B,C,B,B,B,D,B,D,D,D,B,Moderate
599,C,C,C,B,A,A,C,B,A,B,B,C,B,C,B,B,B,B,B,A,B,C,B,D,C,B,B,C,D,A,B,B,B,C,B,Moderate
600,D,D,B,B,B,B,C,D,B,C,B,C,C,B,C,C,B,D,C,C,C,A,C,B,C,D,C,B,C,A,A,B,B,C,B,Moderate
601,A,C,C,C,B,A,C,B,B,C,B,B,D,C,C,B,B,A,B,B,D,B,C,C,C,C,C,C,B,D,C,B,A,D,C,Moderate
602,B,C,C,B,B,B,C,B,C,C,C,D,B,C,D,C,D,D,B,D,D,C,B,B,C,C,B,B,B,B,B,B,D,A,A,Moderate
603,A,A,C,B,B,C,A,B,D,C,C,D,B,B,C,C,C,D,C,B,A,C,C,C,D,B,A,D,B,C,A,B,D,B,B,Moderate
604,D,C,B,D,B,D,D,B,C,C,B,D,B,C,C,B,C,B,C,B,C,D,A,D,C,B,B,B,D,B,A,B,C,C,B,Moderate
605,B,C,C,D,D,A,C,C,B,C,C,A,B,C,B,B,C,B,C,D,D,B,B,B,D,C,C,D,B,D,B,D,C,D,A,Moderate
606,B,B,D,A,A,C,D,B,B,B,C,B,B,D,A,B,C,B,C,A,B,C,B,C,C,B,D,C,D,B,A,C,C,B,C,Moderate
607,D,B,D,C,A,B,B,D,B,A,B,C,C,C,C,B,D,D,C,A,D,B,C,C,C,B,D,A,B,B,A,B,B,B,B,Moderate
608,B,C,C,B,B,B,D,C,C,B,B,B,C,A,A,C,B,B,B,B,D,C,B,B,C,B,B,C,D,B,B,B,C,D,C,Moderate
609,B,B,B,D,B,B,D,C,A,A,B,B,B,D,B,B,B,A,B,D,B,C,C,B,C,C,A,C,C,A,B,B,D,B,B,Moderate
610,D,B,C,C,B,B,B,D,B,C,B,D,B,C,C,A,C,C,C,A,C,C,C,B,B,C,C,C,C,B,B,B,C,A,B,Moderate
611,C,B,C,B,B,B,D,B,B,B,C,C,B,B,B,B,A,C,C,D,A,A,C,C,C,C,B,A,A,B,B,B,C,A,C,Moderate
612,D,D,A,D,A,C,B,B,B,C,D,B,B,B,B,C,A,B,D,C,C,A,B,C,B,C,B,B,B,A,A,B,C,B,B,Moderate
613,D,C,A,A,B,B,B,D,D,C,A,B,B,C,D,C,B,B,C,B,D,B,A,B,D,B,C,B,B,C,B,B,B,D,B,Moderate
614,C,D,D,A,B,A,C,B,D,D,A,B,B,C,B,D,B,D,D,B,C,A,D,D,C,C,C,C,C,B,D,B,B,D,A,Moderate
615,B,A,C,C,C,A,D,C,C,C,B,B,D,C,A,A,D,C,A,B,A,B,B,C,B,B,C,C,B,B,B,B,B,D,D,Moderate
616,A,D,C,D,B,B,B,C,B,C,C,B,C,D,C,D,B,C,D,D,B,C,B,D,B,C,B,C,B,C,B,B,A,C,C,Moderate
617,D,C,C,B,A,C,C,C,A,D,D,B,C,C,C,B,C,A,B,B,C,C,A,C,B,A,C,D,C,D,C,C,B,B,D,Moderate
618,C,B,C,C,B,C,C,B,A,C,B,C,B,B,B,D,D,D,B,A,A,B,A,C,B,A,B,C,B,C,D,B,C,C,B,Moderate
619,C,C,C,B,B,B,A,D,D,C,B,B,D,C,C,C,B,C,C,C,B,A,C,C,B,B,B,A,C,B,D,B,B,D,B,Moderate
620,D,D,D,A,B,B,C,D,C,B,D,C,D,A,C,A,A,C,B,B,C,C,D,B,B,B,B,C,C,D,C,D,C,B,C,Moderate
621,B,B,B,D,C,A,C,B,C,B,B,D,C,B,B,B,A,B,B,C,B,D,C,B,C,A,C,B,C,B,C,C,A,A,D,Moderate
622,C,D,C,A,D,D,D,B,A,A,C,D,C,B,D,C,B,D,A,C,C,B,A,B,A,C,A,B,C,B,C,C,D,C,B,Moderate
623,C,A,D,A,C,C,C,C,D,B,C,D,C,A,C,B,A,A,C,B,B,C,B,C,C,C,C,B,C,B,C,B,C,D,D,Moderate
624,B,B,C,B,B,D,D,C,C,B,C,C,C,C,B,B,A,A,C,B,C,D,C,D,B,B,C,B,A,C,A,C,C,A,B,Moderate
625,B,C,A,C,C,B,B,A,C,C,B,A,A,D,A,C,D,D,B,B,B,D,A,B,B,C,A,B,A,C,D,D,A,C,B,Moderate
626,D,C,B,C,C,A,C,B,B,B,D,C,C,D,B,C,B,D,B,B,B,B,D,B,B,B,C,C,B,D,B,A,D,B,D,Moderate
627,A,B,D,A,C,B,C,B,C,C,D,C,D,C,C,D,D,C,B,B,D,D,C,C,C,C,C,D,B,D,B,B,D,C,C,Moderate
628,B,B,C,C,B,D,B,C,B,B,C,C,A,B,C,B,A,B,C,B,C,B,C,C,C,B,C,B,B,C,B,B,B,A,C,Moderate
629,D,B,D,D,C,B,D,C,A,B,B,B,C,C,B,C,B,C,B,D,C,B,A,A,B,C,D,B,A,C,C,D,C,D,D,Moderate
630,C,B,A,D,B,A,D,C,B,B,C,B,C,C,D,D,C,C,A,C,C,B,B,D,D,D,A,B,B,B,C,B,D,C,B,Moderate
631,C,D,D,C,C,B,C,B,B,B,B,B,C,C,A,C,C,C,A,B,B,C,B,B,B,B,B,B,B,C,C,A,D,D,B,Moderate
632,B,C,B,C,C,D,C,C,B,C,B,B,B,D,C,C,C,C,D,B,D,C,B,C,B,B,B,A,D,B,B,C,C,C,D,Moderate
633,B,B,B,B,B,A,D,B,A,B,B,C,C,C,A,B,D,A,B,B,A,D,D,C,D,C,B,C,A,B,D,D,B,A,B,Moderate
634,B,B,C,C,B,C,B,B,D,B,A,C,B,B,B,A,D,C,B,C,D,C,C,A,B,B,C,D,B,C,B,A,B,C,B,Moderate
635,B,B,A,A,C,C,B,B,D,C,B,B,C,B,A,B,B,D,A,C,C,C,A,B,C,B,C,C,C,C,C,C,A,B,A,Moderate
636,D,C,B,B,A,B,B,B,C,C,C,B,C,B,C,B,B,B,B,B,B,B,D,C,B,C,D,D,B,C,C,A,B,B,B,Moderate
637,C,C,C,A,B,C,D,C,B,B,B,C,B,A,C,D,D,C,D,C,B,C,C,D,B,C,B,C,B,B,C,C,A,B,B,Moderate
638,C,D,C,A,B,B,C,A,D,B,D,C,C,C,C,C,C,B,D,C,B,D,B,B,B,C,B,B,B,B,A,D,D,C,B,Moderate
639,C,C,C,C,B,C,B,C,C,C,A,D,C,C,C,B,C,A,D,D,C,C,C,B,A,C,C,A,D,B,C,C,D,C,A,Moderate
640,A,D,A,D,A,B,C,C,B,B,B,C,A,D,C,D,B,A,A,A,B,C,B,C,C,B,A,C,B,D,C,B,B,C,A,Moderate
641,C,B,B,C,A,C,C,B,C,B,C,A,B,A,C,C,B,A,B,C,C,B,C,C,C,B,A,C,B,A,B,B,B,C,C,Moderate
642,B,B,C,C,B,B,A,B,B,D,C,C,C,A,B,C,C,C,C,C,B,C,B,D,C,B,B,B,B,A,C,B,C,D,A,Moderate
643,B,B,B,D,C,A,C,B,C,B,C,C,B,B,D,C,C,B,C,A,A,B,B,B,C,B,B,A,C,C,B,B,B,C,C,Moderate
644,B,C,B,B,C,A,B,C,B,B,B,A,C,C,A,C,D,C,B,B,C,D,C,B,D,A,B,C,B,C,D,B,B,B,B,Moderate
645,B,B,A,B,C,D,B,C,A,B,B,A,D,C,B,B,C,C,B,B,C,B,B,B,C,C,D,C,B,C,D,D,C,B,B,Moderate
646,C,B,C,B,C,C,B,C,D,D,D,B,B,B,B,D,B,A,A,C,B,C,B,D,D,C,D,B,B,B,B,A,A,B,C,Moderate
647,B,B,B,B,D,D,B,C,C,B,B,B,C,B,C,B,D,C,B,A,D,B,D,D,B,A,D,C,B,B,D,B,B,A,D,Moderate
648,B,A,B,C,B,B,C,B,A,B,D,A,B,B,B,B,C,A,B,C,B,C,D,D,C,B,C,B,B,B,A,C,A,B,B,Moderate
649,C,C,A,A,C,B,B,C,B,C,D,B,D,C,C,A,B,B,B,D,C,B,C,B,B,B,B,D,C,A,B,B,C,D,C,Moderate
650,B,C,B,B,C,B,D,B,C,A,B,D,B,C,C,C,B,C,D,C,A,C,B,C,C,B,B,B,D,C,C,C,B,C,A,Moderate
651,C,D,C,B,B,B,B,C,C,C,B,C,B,B,B,C,A,B,D,D,A,A,C,C,B,A,C,A,D,B,C,A,A,D,C,Moderate
652,C,B,B,D,B,A,B,C,C,B,D,B,B,D,A,B,C,C,C,C,B,C,B,A,C,A,B,C,A,D,C,B,A,C,B,Moderate
653,C,C,C,C,D,C,D,C,B,B,C,C,D,C,A,B,B,B,C,C,A,C,C,B,B,C,C,C,D,C,B,C,B,B,B,Moderate
654,C,D,C,A,B,B,B,B,B,B,C,A,B,C,B,C,A,A,B,B,A,A,B,D,C,A,B,C,B,B,B,B,C,C,D,Moderate
655,B,C,D,B,C,B,B,A,C,C,C,C,B,C,C,B,C,B,B,B,C,C,D,C,B,D,C,B,D,A,C,B,B,D,D,Moderate
656,A,B,B,A,A,B,C,B,D,A,B,B,B,B,B,C,A,B,B,C,B,B,A,A,B,C,A,B,C,C,D,C,B,C,C,Moderate
657,B,C,D,C,D,D,B,D,A,B,B,B,B,B,C,A,D,B,B,B,B,B,D,C,B,C,B,D,C,B,D,B,D,B,D,Moderate
658,D,D,D,B,C,B,A,C,D,C,B,B,B,C,A,B,D,A,D,A,D,D,C,C,B,C,A,B,C,D,C,B,C,B,C,Moderate
659,B,C,C,C,D,B,D,B,D,B,C,A,C,C,C,B,A,C,D,C,C,A,C,C,C,B,B,B,D,D,C,D,C,D,C,Moderate
660,B,B,B,B,B,D,C,C,B,B,A,B,C,C,A,D,C,D,C,A,C,C,D,C,B,B,C,C,C,D,C,C,D,B,B,Moderate
661,B,C,C,B,C,B,B,C,B,C,B,D,C,C,B,C,A,C,B,C,B,B,C,C,C,D,B,C,D,C,C,B,A,B,B,Moderate
662,B,D,A,C,B,D,D,B,B,D,C,B,C,C,D,D,A,C,D,C,B,C,C,C,C,A,C,D,C,B,C,D,C,A,B,Moderate
663,D,B,C,B,C,B,C,B,C,C,B,C,C,A,C,B,B,B,C,B,C,B,D,B,B,C,A,C,C,D,A,D,C,C,C,Moderate
664,D,D,A,B,C,C,C,A,B,C,D,A,B,C,B,A,C,D,B,C,D,C,C,D,B,C,B,C,C,B,B,C,B,B,D,Moderate
665,D,B,B,A,D,B,A,A,B,C,B,B,C,B,C,A,C,C,C,D,C,D,B,B,B,D,A,D,B,A,D,C,D,B,D,Moderate
666,B,B,B,C,D,C,B,B,C,C,D,D,C,B,C,B,C,B,B,B,C,C,C,B,C,C,D,D,B,A,A,D,C,C,D,Moderate
667,A,B,A,C,C,B,B,B,B,C,C,D,C,C,B,C,C,D,B,A,B,A,B,D,B,C,C,C,D,B,B,B,B,C,B,Moderate
668,D,C,D,C,C,B,B,B,C,C,B,A,C,B,A,B,B,A,C,C,B,C,B,B,C,B,D,B,B,B,B,B,C,B,D,Moderate
669,C,B,A,B,D,B,B,C,C,D,C,B,C,B,C,B,A,B,C,C,C,B,C,B,A,A,B,A,C,A,C,C,A,B,A,Moderate
670,D,B,C,C,D,B,C,C,B,C,D,B,D,C,A,C,C,A,D,C,B,C,B,B,C,A,B,A,B,B,C,D,B,C,C,Moderate
671,B,C,B,D,B,B,C,C,B,B,D,B,C,B,A,C,C,D,B,C,C,B,A,B,A,B,B,C,D,A,B,B,A,B,B,Moderate
672,B,B,C,A,B,C,B,B,B,B,C,C,A,B,B,B,B,D,B,C,B,A,B,B,D,B,C,B,C,C,C,C,D,B,C,Moderate
673,C,C,B,D,C,D,B,D,B,B,C,B,B,B,B,A,D,A,C,D,B,A,B,A,C,B,C,A,B,B,A,C,B,D,D,Moderate
674,C,B,B,D,C,B,B,B,B,B,D,D,D,C,B,D,C,C,C,C,C,C,C,A,C,C,B,C,D,D,C,B,B,B,C,Moderate
675,B,B,B,C,C,D,A,B,D,B,C,C,B,C,B,B,B,D,B,B,C,C,C,C,B,B,B,B,D,B,D,D,C,D,D,Moderate
676,B,B,C,C,C,B,B,C,B,C,D,B,B,A,C,C,B,C,B,B,C,A,C,B,B,B,C,C,C,B,C,B,B,C,C,Moderate
677,C,B,C,C,B,C,B,B,B,D,B,B,C,C,C,A,B,C,B,C,A,B,C,B,A,C,B,D,C,B,C,B,B,B,C,Moderate
678,B,A,C,C,B,D,C,D,A,D,B,C,C,D,B,C,B,B,C,B,C,B,D,B,A,B,D,B,D,B,B,B,B,B,B,Moderate
679,C,B,C,B,D,C,A,B,B,C,B,C,B,B,C,C,C,B,C,B,C,B,B,D,A,B,B,B,C,B,B,C,B,C,D,Moderate
680,B,C,D,B,C,C,C,B,B,B,C,D,B,C,B,B,D,C,B,C,A,B,B,D,A,B,D,B,D,A,B,B,B,C,D,Moderate
681,A,D,D,B,B,B,B,A,C,B,C,C,C,D,B,C,A,C,C,C,C,D,C,C,C,D,A,C,A,B,B,A,A,C,B,Moderate
682,B,C,B,B,B,B,A,C,D,B,C,B,B,C,C,B,D,C,D,B,B,C,C,B,C,C,C,A,C,C,B,B,B,C,B,Moderate
683,B,B,C,C,C,B,B,C,D,B,D,D,C,C,C,B,B,B,B,B,B,B,C,C,C,C,D,B,B,D,C,A,B,C,C,Moderate
684,B,C,C,D,C,C,B,D,B,B,D,C,D,B,D,B,D,B,B,D,B,D,D,C,D,C,B,C,A,C,B,A,D,B,C,Moderate
685,B,B,B,C,D,C,C,B,D,B,A,B,A,B,B,A,C,D,B,B,B,D,B,D,B,D,B,B,A,B,C,B,D,C,D,Moderate
686,B,B,B,B,C,C,D,B,C,C,C,D,C,B,C,B,A,D,A,B,C,B,B,D,B,B,B,C,C,B,D,C,D,C,B,Moderate
687,C,C,D,D,B,B,B,B,C,C,B,B,A,B,C,B,C,B,C,B,B,D,B,C,C,C,D,C,D,C,D,B,B,B,B,Moderate
688,A,C,B,B,D,B,B,B,A,B,D,B,B,B,C,D,B,B,B,C,B,B,B,B,C,C,D,C,D,B,B,C,B,C,C,Moderate
689,B,B,D,C,B,C,C,B,B,B,C,C,D,B,B,C,B,B,B,B,B,C,B,B,C,C,A,D,D,B,B,C,A,B,B,Moderate
690,B,A,B,B,B,B,B,D,D,D,B,D,B,B,B,D,C,C,D,B,C,D,B,D,C,C,A,B,B,C,B,C,C,B,B,Moderate
691,B,C,B,D,D,C,C,B,D,B,B,B,B,C,B,B,B,D,D,C,B,C,D,C,C,C,C,D,D,C,C,C,B,D,B,Moderate
692,C,C,B,C,A,B,B,C,C,B,B,C,D,A,D,D,C,C,B,D,C,D,C,C,C,D,C,B,C,B,C,B,C,C,C,Moderate
693,D,B,C,B,C,C,B,C,B,B,B,D,C,A,D,C,B,A,B,C,C,B,B,B,B,A,B,C,C,B,C,B,C,B,B,Moderate
694,A,D,D,C,B,C,C,C,C,B,C,D,C,B,D,D,B,A,D,D,A,A,B,B,C,B,C,D,B,C,C,D,C,C,B,Moderate
695,D,C,B,D,C,A,A,B,B,C,D,D,A,C,B,D,C,A,B,B,B,B,C,B,B,A,B,C,B,D,D,B,D,B,B,Moderate
696,B,B,B,D,B,B,B,B,A,C,D,B,A,A,C,D,B,B,B,C,C,B,C,C,D,C,C,B,C,B,B,A,C,C,B,Moderate
697,D,A,C,B,C,D,B,C,D,D,C,A,B,C,D,C,A,C,C,B,A,B,B,B,A,C,C,C,B,B,C,B,A,D,B,Moderate
698,D,C,B,C,C,B,C,B,C,B,A,C,B,D,B,B,B,B,C,D,C,B,C,D,B,B,B,D,C,C,B,D,C,C,C,Moderate
699,B,C,B,C,C,B,B,B,B,B,C,D,B,B,B,A,B,C,B,C,B,B,C,D,B,C,A,C,B,A,C,C,D,C,B,Moderate
700,B,C,B,B,B,C,C,B,B,C,A,C,D,B,D,C,A,C,C,B,C,B,B,B,B,B,B,D,C,B,C,B,D,B,D,Moderate
701,C,B,D,C,B,C,B,B,D,C,C,B,A,C,C,C,B,C,B,D,C,D,C,D,A,B,C,D,C,C,A,B,D,B,D,Moderate
702,C,B,C,D,B,D,B,B,C,D,B,B,A,B,B,B,B,A,D,B,C,C,C,B,C,B,B,B,B,B,C,B,C,B,C,Moderate
703,C,C,B,B,C,C,C,C,B,A,C,B,D,D,B,D,B,B,C,C,B,C,B,C,C,B,B,D,C,D,B,C,C,A,C,Moderate
704,B,B,B,C,C,D,B,B,C,A,B,B,C,B,B,B,B,C,B,B,A,D,B,B,D,B,B,C,B,B,B,D,D,C,C,Moderate
705,A,B,D,D,C,C,B,C,B,B,C,D,B,B,B,B,D,A,D,B,D,C,D,B,A,B,B,C,C,B,C,C,C,C,D,Moderate
706,A,C,B,A,B,B,B,A,B,B,D,C,B,C,C,C,B,A,C,B,B,B,B,B,C,B,C,C,B,C,B,C,A,A,B,Moderate
707,B,C,C,C,D,B,D,B,B,C,A,B,B,D,B,B,B,D,D,B,C,B,D,C,C,B,C,B,C,A,B,B,B,B,B,Moderate
708,C,B,B,A,B,D,B,B,C,C,C,D,C,B,B,B,C,D,B,B,B,C,D,C,B,B,C,D,C,C,C,C,B,C,B,Moderate
709,D,C,C,B,B,B,A,B,C,B,A,B,B,B,C,D,C,B,C,C,C,B,C,A,C,C,B,C,B,A,B,B,B,D,D,Moderate
710,B,C,B,C,D,C,D,A,B,D,C,C,C,B,D,B,A,B,B,B,B,B,B,C,B,B,D,C,D,D,C,B,A,C,B,Moderate
711,A,B,B,D,B,B,B,B,B,C,C,D,B,A,B,B,B,C,B,C,B,C,D,D,C,C,C,C,C,B,C,A,B,B,B,Moderate
712,D,B,D,C,C,C,C,B,C,A,D,D,D,B,B,C,C,B,B,B,B,B,B,B,C,B,B,D,B,B,B,A,C,D,C,Moderate
713,B,C,C,C,C,B,C,D,B,C,C,B,B,C,A,C,C,B,C,B,D,D,B,C,D,B,B,B,C,B,B,C,D,A,B,Moderate
714,D,B,C,A,B,B,A,C,C,C,B,B,D,C,C,B,B,C,B,B,B,A,D,B,C,D,B,C,C,D,B,D,C,B,C,Moderate
715,C,B,D,B,B,C,A,B,B,B,D,B,C,B,C,C,B,C,D,C,B,A,D,D,C,A,A,B,A,C,B,B,A,B,B,Moderate
716,C,B,C,C,C,C,B,B,B,A,C,C,C,C,B,B,B,A,C,C,B,C,C,C,B,C,C,C,A,A,C,C,B,C,A,Moderate
717,D,B,D,B,B,D,C,C,B,D,B,A,C,D,B,C,C,B,C,B,B,A,A,B,C,D,C,B,C,D,C,B,B,C,C,Moderate
718,B,C,C,D,B,C,D,D,C,B,B,C,B,B,C,B,C,B,C,C,C,C,B,B,B,B,C,D,C,A,B,D,C,C,C,Moderate
719,B,B,C,B,A,D,B,C,C,C,C,A,C,B,B,A,B,C,C,D,B,B,C,B,B,B,B,C,B,B,C,C,B,C,A,Moderate
720,B,D,B,B,C,C,D,C,D,B,C,B,B,C,B,B,B,D,D,A,D,C,B,C,B,B,D,B,B,D,B,C,C,B,B,Moderate
721,D,B,C,C,A,C,B,C,D,B,D,B,B,C,B,C,A,D,B,D,C,C,C,B,C,D,C,C,B,D,B,C,B,C,B,Moderate
722,C,B,C,C,A,B,A,C,C,B,B,C,C,B,B,D,C,D,B,D,B,C,A,D,D,C,C,C,C,B,B,B,C,C,C,Moderate
723,C,C,B,A,B,B,C,B,B,C,B,B,C,B,C,C,B,B,D,B,C,C,B,C,C,D,A,C,D,D,C,C,C,C,B,Moderate
724,C,C,B,B,B,C,B,B,A,D,B,C,A,C,C,B,C,C,C,B,A,C,A,D,D,D,C,B,B,C,A,A,A,B,D,Moderate
725,C,B,B,C,B,D,B,B,C,B,B,C,B,C,B,C,C,A,D,B,B,B,D,C,B,B,B,C,C,D,C,B,C,C,B,Moderate
726,C,D,D,B,C,C,A,C,B,C,C,C,C,D,B,B,C,A,B,B,B,C,C,C,C,C,B,B,B,D,D,C,C,C,C,Moderate
727,C,C,B,B,B,B,C,C,C,B,B,B,B,B,C,D,B,C,B,A,A,C,D,B,C,C,B,C,B,B,D,C,B,B,B,Moderate
