ID,achievement_satisfaction,irritation,hurry_to_finalize,self_doubt,rumination,emotional_repression,pessimism,disappointment_fretting,work_detachment,indecisiveness,easily_wound_up,loneliness,weather_mood,achievement_dissatisfaction,impatience,smoking,lack_confidence,unclear_thinking,rushed_work,poor_sleep,alcohol,relaxation_difficulty,poor_concentration,lack_exercise,noise_sensitivity,headaches,clammy_hands,criticism_sensitivity,panic_attacks,distrust,stomach_issues,people_pleasing,distractibility,easily_frightened,time_pressure,StressLevel
574,C,B,C,A,C,B,C,C,C,D,B,B,B,B,C,B,B,C,C,D,C,A,C,C,B,B,D,C,C,B,B,B,C,C,C,Moderate
575,C,C,A,C,B,C,C,B,B,C,C,B,B,B,A,C,B,C,B,C,C,C,A,B,C,D,B,B,B,B,C,B,C,D,D,Moderate
576,C,B,B,B,D,C,B,C,B,C,A,B,C,D,B,C,C,C,B,B,B,C,B,D,B,B,C,D,B,B,C,A,C,B,B,Moderate
577,C,C,C,D,C,C,B,B,B,C,C,B,C,C,A,B,C,A,D,A,A,C,D,B,B,C,B,C,B,C,B,D,B,D,B,Moderate
578,D,B,C,D,D,B,B,B,A,D,D,B,B,A,A,C,D,C,C,D,C,A,A,D,B,C,C,B,D,C,A,B,D,C,B,Moderate
579,B,C,C,C,D,C,C,B,C,B,C,D,B,B,A,C,D,B,B,B,C,C,B,C,C,C,C,A,C,B,B,C,B,A,B,Moderate
580,C,C,C,B,B,B,C,D,B,C,A,C,C,B,B,D,B,C,A,B,B,C,C,B,C,C,C,D,B,B,D,B,B,A,C,Moderate
581,D,C,C,B,D,C,D,C,C,C,B,B,B,C,B,A,D,C,B,A,C,C,D,D,D,C,D,C,C,A,A,C,B,B,A,Moderate
582,B,C,C,B,B,C,C,B,B,D,C,C,C,B,C,B,B,C,C,C,B,B,C,C,B,A,A,C,C,B,D,A,C,B,B,Moderate
583,B,C,C,B,B,B,C,C,B,B,A,A,D,C,B,B,B,B,D,C,A,B,C,B,B,B,C,C,C,A,C,D,B,B,B,Moderate
584,B,B,B,C,C,C,B,C,B,A,B,C,C,B,D,B,B,C,A,C,B,B,B,C,A,C,D,A,C,B,C,B,B,B,B,Moderate
585,A,C,C,B,D,B,B,A,C,C,C,D,B,C,B,B,D,D,C,C,A,A,B,A,C,C,D,B,C,B,B,B,B,B,C,Moderate
586,A,B,C,B,C,B,B,B,C,B,B,A,B,A,C,C,D,B,B,D,B,C,B,B,B,C,C,D,A,C,A,D,B,B,C,Moderate
587,B,B,B,B,D,C,C,D,A,A,B,C,B,B,C,A,C,D,C,B,C,B,C,C,B,C,D,B,B,C,C,C,B,C,D,Moderate
588,A,D,B,B,D,B,C,B,C,C,C,C,B,A,B,D,C,B,C,D,A,B,B,B,B,C,B,C,B,B,B,C,C,C,A,Moderate
589,A,C,B,C,B,B,B,C,C,B,C,B,B,C,C,C,B,D,B,D,B,D,A,B,D,C,C,C,A,C,C,B,D,C,A,Moderate
590,B,B,D,A,D,C,C,B,C,C,C,C,B,C,A,C,C,B,B,C,B,C,C,C,D,A,D,B,B,B,C,C,B,C,C,Moderate
591,B,C,B,A,C,D,C,B,B,C,D,A,B,A,B,D,A,C,C,C,D,B,D,A,B,B,B,A,D,C,B,C,B,B,B,Moderate
592,B,B,C,C,C,C,B,B,A,C,B,B,C,B,A,B,B,A,C,B,B,C,B,B,A,D,C,B,C,B,C,B,B,B,C,Moderate
593,A,B,B,A,B,B,C,D,B,B,B,B,D,C,B,C,B,C,C,D,B,C,C,B,C,C,B,A,B,B,B,B,C,C,B,Moderate
594,B,C,C,C,C,C,D,B,B,D,C,B,B,B,B,B,B,B,C,C,D,C,B,D,A,B,D,B,A,A,B,C,B,D,B,Moderate
595,B,A,D,B,D,C,D,A,D,B,B,C,B,D,A,B,B,C,B,B,B,B,A,B,C,A,C,C,A,C,D,D,B,D,B,Moderate
596,C,D,C,A,D,B,B,B,B,B,C,B,B,D,C,B,B,C,D,B,C,B,C,B,C,D,A,B,B,C,C,A,D,C,B,Moderate
597,A,D,B,D,B,B,B,A,B,D,B,B,C,C,B,B,B,B,A,C,B,A,C,B,B,C,C,D,B,B,B,B,C,B,C,Moderate
598,D,B,C,B,B,B,C,C,C,B,C,A,B,B,C,B,C,B,B,B,B,D,C,B,B,B,D,C,B,B,C,C,C,A,C,Moderate
599,C,C,B,D,B,B,B,C,C,B,C,D,A,C,C,C,D,C,A,C,C,C,C,C,C,A,B,D,D,C,D,D,B,B,B,Moderate
600,B,B,D,D,C,C,C,C,B,D,C,B,C,B,C,A,D,B,B,D,A,B,C,C,C,B,C,A,C,B,D,B,A,B,A,Moderate
601,B,D,B,B,B,C,C,C,B,B,B,C,C,C,B,C,B,C,D,D,B,B,A,B,C,B,D,C,C,D,B,B,C,A,B,Moderate
602,B,A,A,B,C,C,C,C,C,A,B,C,B,C,B,B,B,C,B,C,B,A,D,A,C,B,C,D,C,B,A,B,C,B,C,Moderate
603,C,B,C,B,B,C,B,D,B,B,A,B,C,B,A,A,B,B,D,B,D,B,C,B,D,B,D,A,C,C,C,B,B,B,C,Moderate
604,B,A,C,B,A,C,C,C,B,B,A,A,B,C,B,D,C,C,B,B,C,B,B,C,B,C,C,A,B,D,D,B,C,A,C,Moderate
605,D,D,B,D,B,C,B,B,C,A,B,B,B,D,D,C,C,C,C,D,A,B,D,C,B,C,C,A,C,C,A,B,B,B,B,Moderate
606,B,B,B,B,B,B,B,C,B,A,B,B,C,C,C,B,C,B,B,C,C,B,B,A,B,D,A,B,B,D,B,A,B,B,B,Moderate
607,B,C,B,D,C,A,C,C,B,B,D,D,B,C,D,A,A,B,B,B,C,B,C,A,B,B,C,A,C,B,B,D,B,C,C,Moderate
608,D,C,B,D,D,B,D,D,A,A,B,B,C,C,B,C,C,D,C,D,C,C,A,B,B,C,B,B,C,C,C,C,B,B,C,Moderate
609,C,B,B,B,A,A,A,C,C,D,A,C,B,B,B,C,C,B,C,A,D,B,B,D,C,B,C,B,D,A,B,C,C,C,B,Moderate
610,B,B,B,C,B,B,C,A,B,C,C,C,D,B,D,C,C,C,A,C,B,D,A,B,B,A,B,D,B,D,A,C,C,B,C,Moderate
611,B,D,C,C,C,B,C,B,B,B,B,B,C,C,B,B,C,B,D,C,B,C,A,B,D,B,C,B,A,C,C,C,D,C,B,Moderate
612,B,A,C,C,C,C,C,A,B,C,C,C,B,C,B,C,B,C,B,B,C,C,B,C,B,D,C,D,B,B,B,B,C,B,C,Moderate
613,D,A,B,C,C,B,D,B,C,A,B,B,D,B,B,B,B,A,C,C,D,B,C,C,A,D,D,B,C,B,B,C,B,D,D,Moderate
614,C,C,B,B,B,C,A,B,C,A,C,B,B,B,A,A,A,B,D,C,D,B,B,D,B,B,B,B,C,C,C,D,C,C,D,Moderate
615,A,B,C,B,D,C,B,A,C,B,A,C,D,D,B,A,B,C,C,B,C,D,B,B,C,B,C,A,C,C,D,C,C,A,D,Moderate
616,D,C,D,C,C,D,C,C,D,D,B,B,C,C,D,C,B,C,C,C,D,B,B,B,C,C,D,B,C,C,C,B,C,B,A,Moderate
617,D,B,B,B,B,B,C,D,B,B,B,B,B,D,B,B,C,C,D,C,B,C,C,D,D,B,C,B,B,D,C,D,D,B,C,Moderate
618,D,C,C,C,B,B,D,C,C,B,A,B,B,D,B,D,B,B,B,D,B,D,D,B,B,B,D,C,C,B,D,C,C,D,B,Moderate
619,C,C,B,C,C,C,D,B,B,B,B,C,C,B,D,A,C,C,B,B,B,C,B,C,B,B,A,B,B,D,B,C,C,C,D,Moderate
620,A,B,B,C,D,C,C,C,C,D,C,A,B,B,C,B,B,B,D,C,B,B,C,C,C,C,B,C,C,C,C,B,A,B,B,Moderate
621,B,C,D,C,C,D,C,B,C,D,A,D,A,C,B,C,A,B,C,C,D,C,C,C,B,C,B,C,B,D,B,B,C,A,D,Moderate
622,A,C,B,B,C,C,B,D,C,B,C,C,C,D,A,B,C,B,B,D,D,C,B,C,C,D,D,B,B,C,B,C,D,A,B,Moderate
623,B,D,B,B,D,C,C,B,B,A,C,C,B,C,A,B,D,A,C,B,A,C,D,D,B,B,B,B,C,C,B,D,D,C,B,Moderate
624,D,C,A,B,B,B,C,A,B,C,C,B,B,B,B,C,C,D,C,B,A,B,C,C,C,D,B,B,C,B,C,B,D,C,C,Moderate
625,B,B,B,D,C,C,D,C,B,B,B,B,B,A,B,A,C,C,B,B,B,D,C,B,A,B,C,B,B,A,D,B,C,B,D,Moderate
626,D,C,C,B,A,B,C,C,B,D,D,B,C,B,C,B,C,D,B,B,C,D,B,C,C,B,B,A,C,C,C,C,C,D,B,Moderate
627,C,B,D,D,B,B,C,D,C,C,C,A,C,B,B,B,B,C,B,C,D,A,D,B,B,C,B,B,C,C,D,C,C,B,C,Moderate
628,C,A,C,D,B,B,C,B,C,B,C,B,C,B,C,B,D,A,C,A,C,B,C,C,B,A,C,C,D,A,C,C,D,C,B,Moderate
629,B,C,B,B,C,B,D,B,C,A,C,B,D,C,C,B,C,D,C,B,B,D,B,D,A,A,D,B,C,C,B,C,C,D,B,Moderate
630,B,C,C,D,C,B,D,B,C,B,A,C,B,B,C,C,C,D,B,B,C,C,B,C,D,C,B,B,C,C,B,A,C,B,A,Moderate
631,C,B,D,C,B,B,B,D,B,B,D,B,C,A,A,C,B,C,C,B,B,B,C,B,B,D,B,B,C,C,D,C,D,B,A,Moderate
632,B,C,B,D,B,B,B,B,D,C,B,B,C,B,C,B,B,D,C,C,C,B,B,B,B,C,A,B,D,C,B,D,C,A,B,Moderate
633,B,B,B,C,B,B,A,C,C,C,D,A,C,B,D,B,D,B,C,C,C,B,A,B,D,B,A,C,B,B,B,C,C,D,B,Moderate
634,B,A,A,C,C,D,B,C,C,B,C,C,D,C,B,A,B,D,C,C,D,C,C,C,C,C,C,B,C,B,D,A,C,D,C,Moderate
635,B,B,C,C,D,C,B,B,C,C,B,B,A,C,C,B,C,D,B,B,D,A,B,A,A,C,B,B,C,B,B,D,C,B,B,Moderate
636,B,B,D,A,B,C,C,C,B,D,B,B,B,B,B,B,C,B,B,C,B,C,C,D,C,B,C,C,A,D,B,C,B,A,B,Moderate
637,B,C,C,B,D,C,C,A,D,D,B,D,D,C,C,A,C,C,B,C,B,D,D,D,C,C,C,B,C,C,B,C,B,B,D,Moderate
638,D,D,C,C,B,B,C,C,B,C,B,B,D,D,B,C,B,D,B,C,B,B,B,C,C,D,C,A,C,D,C,B,B,B,B,Moderate
639,C,C,C,B,C,A,C,C,C,A,C,C,A,C,D,B,B,A,C,B,B,D,D,B,B,B,C,B,B,B,D,A,C,A,C,Moderate
640,C,B,D,C,C,B,C,B,B,C,B,C,A,B,B,B,C,C,A,C,C,D,A,D,D,C,C,B,D,C,C,B,B,C,C,Moderate
641,B,A,A,B,B,D,C,B,B,C,C,C,D,C,D,D,B,B,C,C,B,D,C,C,A,C,C,B,D,C,C,C,A,C,B,Moderate
642,C,C,C,B,C,A,A,D,C,C,B,C,B,C,A,D,D,B,D,D,C,B,D,A,D,C,C,B,C,B,D,B,B,D,C,Moderate
643,C,C,D,D,B,C,C,D,A,B,C,C,C,B,D,C,A,A,C,B,C,B,C,A,B,B,C,C,B,B,C,C,D,B,B,Moderate
644,C,C,C,C,A,B,D,D,B,C,C,B,D,A,B,B,C,C,B,B,C,C,C,B,D,B,A,B,B,C,B,B,C,D,B,Moderate
645,B,B,A,B,B,B,C,A,C,C,C,D,C,D,D,C,B,B,B,C,B,C,B,B,C,D,C,C,D,C,B,B,B,C,B,Moderate
646,B,D,B,B,B,C,B,B,C,B,C,C,C,C,A,A,B,B,A,A,C,B,C,B,B,C,A,D,B,A,C,B,B,C,C,Moderate
647,C,C,B,C,C,B,B,B,A,C,A,C,C,C,B,B,C,C,C,C,A,B,C,C,C,C,B,B,C,B,B,D,C,C,B,Moderate
648,C,B,C,D,B,B,C,C,B,D,C,D,A,D,B,B,A,A,C,C,C,C,C,D,C,A,B,D,B,B,C,B,C,C,C,Moderate
649,B,B,C,C,C,B,D,D,C,A,B,C,C,C,A,B,A,B,C,C,D,C,C,B,C,B,B,B,D,B,B,B,C,C,C,Moderate
650,B,B,D,C,C,D,B,B,C,C,C,B,B,A,C,B,C,A,B,C,D,C,C,B,C,C,C,C,C,C,A,C,D,B,B,Moderate
651,B,B,C,C,B,C,B,B,C,C,B,C,C,B,B,C,C,D,D,B,A,B,B,D,C,C,B,B,C,B,A,A,B,C,C,Moderate
652,B,C,B,B,C,D,B,C,C,D,B,D,B,C,B,D,D,C,B,B,C,D,B,B,D,B,C,C,C,C,A,D,B,A,B,Moderate
653,C,B,B,D,C,B,C,C,C,C,C,C,C,B,C,B,B,C,A,C,C,B,B,D,C,B,B,B,B,B,B,B,B,C,D,Moderate
654,C,C,A,C,C,C,B,C,B,B,B,C,B,D,D,B,C,B,D,B,C,A,B,C,B,A,D,A,C,B,C,B,B,B,B,Moderate
655,C,C,C,C,A,B,B,A,C,B,C,A,B,C,B,D,B,B,B,B,C,B,B,B,B,B,D,B,C,B,B,C,C,B,A,Moderate
656,B,D,B,B,A,B,C,B,D,C,C,C,A,C,B,C,B,B,B,C,C,C,B,C,C,D,B,B,B,C,B,C,C,D,B,Moderate
657,B,D,D,C,D,B,B,C,B,C,B,C,B,A,C,B,B,B,B,C,C,C,B,A,B,B,C,A,D,B,C,C,B,C,C,Moderate
658,C,C,C,D,A,D,B,C,D,B,C,C,A,C,C,B,C,C,B,B,A,B,D,C,B,B,A,B,B,B,C,C,C,C,C,Moderate
659,C,B,B,B,C,C,D,B,A,D,D,D,B,A,C,D,B,B,B,C,D,B,D,C,C,B,D,B,B,B,C,B,A,B,C,Moderate
660,D,C,B,B,C,C,D,A,D,C,B,B,D,B,A,C,C,B,B,C,C,C,B,B,B,C,D,C,B,C,B,B,C,D,D,Moderate
661,C,C,C,D,B,C,C,C,C,D,B,C,B,B,C,D,C,C,B,B,D,B,A,D,C,C,D,C,B,C,C,A,B,C,C,Moderate
662,C,B,D,B,D,D,C,C,A,C,C,D,D,B,A,B,B,A,C,D,B,B,C,B,C,D,C,B,B,D,A,C,C,B,A,Moderate
663,B,B,B,C,B,C,D,C,B,B,C,D,C,A,C,C,D,C,C,C,D,D,D,B,D,C,D,B,D,A,C,B,C,B,B,Moderate
664,C,B,B,C,D,D,B,D,A,B,C,B,C,B,B,B,C,C,B,C,C,C,B,C,C,D,B,B,C,C,D,A,D,B,B,Moderate
665,C,C,D,B,B,B,C,C,B,A,A,B,B,D,B,C,B,C,B,B,B,B,C,B,C,D,D,B,B,A,C,B,B,C,D,Moderate
666,C,B,C,B,D,C,C,B,C,B,B,C,A,C,D,B,B,C,D,C,B,C,D,D,B,D,B,B,B,B,C,B,B,B,D,Moderate
667,B,B,C,C,C,D,B,C,C,C,C,A,C,B,B,B,B,B,B,B,B,A,C,C,B,B,C,B,D,D,D,C,C,B,B,Moderate
668,C,D,C,D,D,A,C,D,D,B,B,B,C,B,D,B,B,D,C,C,C,D,B,C,D,D,B,A,B,A,D,B,C,D,D,Moderate
669,B,A,B,C,B,B,C,B,B,B,D,C,A,D,A,B,A,B,A,C,C,C,C,B,D,A,C,D,B,C,C,A,D,B,B,Moderate
670,D,C,B,C,C,C,C,C,B,A,B,A,B,C,B,C,D,D,B,B,B,C,A,C,C,A,B,C,B,C,C,B,C,C,B,Moderate
671,C,C,C,D,D,D,C,D,C,C,B,C,C,A,B,D,A,C,B,B,B,C,C,C,B,B,C,B,C,A,B,A,B,D,C,Moderate
672,D,C,C,B,D,B,C,B,C,B,C,B,C,C,B,C,A,D,C,C,C,C,C,C,B,D,C,B,B,C,B,A,B,B,B,Moderate
673,B,C,B,A,C,C,A,B,B,D,B,B,B,C,B,D,C,B,C,B,C,C,C,D,D,B,B,C,C,B,C,B,C,C,B,Moderate
674,A,A,B,D,A,B,B,C,B,B,D,C,B,B,C,B,D,B,C,D,C,B,B,C,A,D,B,C,C,B,C,B,C,B,B,Moderate
675,C,B,A,C,D,D,B,C,B,B,D,A,B,C,C,C,C,A,C,B,C,B,B,C,B,C,B,B,C,C,C,D,B,D,C,Moderate
676,B,C,C,C,B,B,C,D,B,B,B,B,D,B,C,B,C,C,A,D,A,B,C,C,B,C,A,A,D,A,B,B,A,B,D,Moderate
677,C,A,C,A,C,C,C,B,C,B,B,C,B,B,C,D,A,D,B,C,B,B,B,A,C,A,C,C,B,C,C,C,C,B,C,Moderate
678,D,B,A,B,C,C,B,C,B,A,D,B,C,C,C,B,B,B,D,B,B,C,D,B,B,C,D,C,B,C,C,C,A,A,C,Moderate
679,B,B,C,A,C,C,B,B,A,D,B,B,C,B,C,B,B,C,A,B,C,C,C,B,A,B,C,D,B,B,D,D,B,D,D,Moderate
680,D,D,C,A,C,C,B,B,C,C,B,D,D,C,A,C,C,D,B,B,C,C,B,A,B,B,C,D,C,C,B,B,C,B,D,Moderate
681,C,C,B,D,B,C,B,D,B,A,B,C,B,C,D,B,B,B,C,A,C,C,C,B,B,B,A,C,C,B,A,B,B,B,C,Moderate
682,B,B,C,C,D,C,C,B,B,B,B,C,C,D,C,A,B,D,B,B,C,D,C,C,C,B,D,B,B,B,C,C,B,C,B,Moderate
683,B,C,C,C,C,C,D,C,B,B,A,C,B,A,C,D,B,C,B,C,C,A,B,C,C,A,B,B,C,C,D,C,C,B,B,Moderate
684,B,B,C,C,C,C,D,B,A,B,D,C,C,D,B,B,B,D,C,B,B,D,B,B,B,B,C,C,C,C,B,B,C,C,D,Moderate
685,B,C,C,B,B,C,C,D,B,C,C,B,B,B,C,C,B,D,B,B,B,C,B,B,B,B,B,B,B,C,D,C,A,B,B,Moderate
686,C,C,B,C,B,A,D,C,C,C,B,D,B,C,A,B,C,D,C,C,B,C,C,A,C,D,C,C,D,C,B,D,B,C,B,Moderate
687,D,A,C,C,C,D,C,D,C,C,C,C,D,D,B,B,C,B,D,B,B,B,C,C,D,B,D,B,C,B,B,C,C,B,D,Moderate
688,B,D,B,B,C,D,B,B,C,D,C,A,B,C,C,D,A,C,B,D,B,C,D,D,B,D,B,B,C,B,C,C,B,C,B,Moderate
689,D,B,C,B,D,B,B,C,D,A,C,B,C,B,D,D,C,B,D,D,C,B,A,B,D,B,B,C,A,D,B,B,B,D,C,Moderate
690,C,B,D,B,B,C,B,C,C,C,C,D,C,C,C,C,C,C,B,B,C,C,B,D,C,B,D,D,B,B,A,D,B,B,C,Moderate
691,C,B,C,C,B,A,B,D,B,C,B,B,B,D,D,B,B,C,B,B,B,C,B,C,B,C,B,C,C,B,A,D,B,C,D,Moderate
692,D,C,C,B,C,B,A,C,C,B,C,A,C,D,B,C,B,B,B,C,A,C,C,C,B,B,B,C,B,B,C,C,D,C,C,Moderate
693,D,B,C,B,C,D,D,C,B,C,B,B,B,D,B,A,D,D,C,C,B,B,C,B,B,B,B,A,B,B,B,D,B,C,C,Moderate
694,C,C,B,A,B,B,C,D,B,B,B,B,A,A,B,C,C,B,C,C,C,C,A,B,C,C,C,B,A,C,D,D,C,C,C,Moderate
695,A,C,D,A,C,B,B,C,C,B,B,A,D,C,B,D,B,D,B,B,B,D,C,C,C,C,B,B,B,C,C,B,A,B,C,Moderate
696,B,D,C,A,B,B,B,B,B,A,B,C,B,B,C,D,A,B,D,C,B,B,D,C,B,A,A,C,D,C,C,A,C,C,C,Moderate
697,A,C,B,B,C,C,A,B,C,A,D,C,B,B,B,D,C,B,C,B,C,C,B,C,B,B,C,B,A,B,B,B,C,C,B,Moderate
698,C,A,C,B,B,C,B,B,B,C,B,B,B,D,B,B,B,C,D,C,B,C,B,B,D,D,B,B,C,A,C,C,C,A,C,Moderate
699,C,B,C,B,B,D,B,C,C,D,C,C,B,B,C,C,B,D,C,C,B,A,C,C,C,B,B,B,C,C,A,C,A,D,A,Moderate
700,B,C,B,D,B,B,B,A,A,B,C,B,C,C,B,D,B,C,C,B,B,B,C,C,B,C,B,B,C,B,B,A,A,B,C,Moderate
701,B,C,B,C,C,C,B,C,C,C,C,B,D,D,D,B,A,C,D,B,C,C,B,B,C,B,C,B,C,B,B,C,D,D,B,Moderate
702,B,B,B,B,C,D,D,C,C,C,C,C,B,B,A,C,C,A,A,A,C,C,A,D,C,C,A,A,B,D,C,B,C,B,D,Moderate
703,B,B,C,C,C,A,B,A,D,C,B,C,A,D,B,C,B,B,B,A,D,C,A,B,C,D,B,C,C,C,C,B,C,A,C,Moderate
704,C,C,B,D,C,B,C,D,C,C,B,A,B,B,B,C,C,D,C,B,A,B,B,B,D,B,C,B,C,D,B,B,D,B,B,Moderate
705,B,C,A,D,C,B,B,B,D,B,C,A,B,D,B,C,C,B,B,C,C,C,B,B,D,C,B,D,C,B,B,B,C,B,D,Moderate
706,B,C,D,A,C,C,B,B,C,A,D,B,C,D,A,B,D,B,B,B,D,A,B,B,B,A,C,B,B,B,C,C,B,B,C,Moderate
707,C,C,B,C,D,C,C,D,B,D,A,C,B,D,A,B,C,C,D,D,C,C,C,A,B,C,C,A,C,B,C,A,C,C,B,Moderate
708,A,C,B,C,B,C,C,C,B,B,B,B,B,B,C,B,B,C,B,B,A,B,A,B,A,B,B,C,C,C,C,C,C,B,B,Moderate
709,A,D,D,C,A,C,C,B,A,B,C,C,C,D,D,B,C,B,B,C,D,B,A,B,D,C,D,B,B,C,C,B,C,D,B,Moderate
710,B,B,B,D,A,B,D,B,B,B,B,C,C,D,D,C,B,D,C,B,C,C,C,C,B,C,C,D,A,B,B,D,A,C,D,Moderate
711,B,B,B,B,B,D,C,C,C,C,A,D,A,B,B,B,B,C,C,B,C,C,D,B,C,D,B,D,A,C,B,C,B,C,C,Moderate
712,B,C,C,A,B,B,D,D,C,C,B,C,D,B,B,B,C,B,C,B,C,C,C,D,B,C,B,A,C,B,C,B,B,A,B,Moderate
713,C,B,B,C,C,B,B,D,B,B,D,C,B,C,B,D,B,C,D,C,D,B,C,C,C,B,B,B,A,C,A,D,C,B,C,Moderate
714,A,D,C,A,B,C,D,A,C,C,B,C,D,B,D,B,B,B,B,A,C,D,A,C,D,C,A,D,C,C,A,B,B,D,A,Moderate
715,C,C,B,B,B,C,B,C,C,C,D,C,D,B,B,C,C,B,D,C,B,B,B,C,D,D,C,C,C,C,C,B,C,C,B,Moderate
716,C,C,A,C,A,B,C,B,C,C,D,D,D,B,B,B,C,B,B,B,A,C,C,D,C,D,C,C,A,C,B,A,C,C,C,Moderate
717,A,A,B,B,C,C,C,B,D,B,C,C,B,B,D,D,B,D,D,C,B,C,D,D,D,C,C,B,B,B,C,C,A,D,B,Moderate
718,A,D,C,C,B,C,A,A,C,C,B,D,D,C,B,A,A,D,D,C,C,C,D,C,D,C,B,B,D,C,C,C,D,B,D,Moderate
719,C,C,A,D,B,B,D,C,D,B,B,C,C,B,C,C,B,C,B,B,C,B,D,C,D,D,B,C,B,B,C,C,D,B,B,Moderate
720,B,B,B,C,B,B,D,B,D,B,B,D,B,C,C,C,D,C,D,D,C,D,C,C,B,A,B,D,B,B,B,C,C,C,C,Moderate
721,B,C,C,B,C,B,B,D,C,B,B,C,B,D,C,C,C,C,B,A,B,A,D,B,B,B,B,B,C,C,B,C,A,C,B,Moderate
722,A,B,C,C,B,C,C,C,D,C,C,C,D,D,B,B,A,B,C,C,B,A,A,B,C,D,B,C,D,B,C,B,A,B,D,Moderate
723,B,C,C,D,C,A,D,D,B,D,B,B,B,C,A,C,B,B,C,B,C,B,C,A,C,B,B,D,C,B,C,B,B,B,C,Moderate
724,C,C,C,B,B,B,C,A,C,C,B,C,C,D,C,B,B,C,C,C,C,B,C,A,B,C,C,B,B,A,A,B,D,C,D,Moderate
725,C,B,C,C,C,A,B,B,B,D,C,B,B,B,B,C,D,C,C,B,B,D,C,C,B,C,B,C,C,B,B,C,B,C,C,Moderate
726,B,B,C,A,C,B,B,B,B,B,B,B,B,A,B,C,D,B,B,B,B,C,B,B,C,B,C,B,D,B,C,B,D,D,B,Moderate
727,C,B,A,B,B,B,B,D,D,C,C,A,C,C,C,A,B,B,B,B,D,C,B,A,A,C,B,C,B,B,D,C,B,A,B,Moderate
728,A,C,C,B,B,C,B,D,D,C,B,B,C,B,C,C,A,C,D,D,A,C,C,C,D,B,C,D,C,C,A,C,A,B,C,Moderate
729,C,B,C,B,B,C,B,C,D,D,B,C,A,B,C,B,A,C,A,C,D,B,B,B,C,D,B,A,C,A,C,B,A,D,C,Moderate
730,B,C,B,C,D,D,A,B,C,B,B,D,D,B,B,C,B,B,D,A,B,A,B,B,D,A,D,C,B,B,C,C,B,C,B,Moderate
731,D,B,B,D,B,B,A,D,B,B,A,C,C,B,B,C,D,C,C,C,B,B,A,B,A,D,B,C,C,B,C,B,B,B,D,Moderate
732,B,C,A,C,D,B,B,B,D,D,B,B,C,B,B,B,A,B,A,B,D,D,C,C,C,D,B,B,C,C,B,C,B,B,B,Moderate
733,C,C,C,C,C,A,B,B,B,C,C,B,A,A,B,B,C,A,C,D,B,B,A,B,A,B,D,A,D,C,C,B,B,D,D,Moderate
734,C,B,A,B,B,B,C,C,A,C,D,C,B,B,B,C,D,D,A,D,D,A,C,C,C,C,C,B,B,B,B,B,D,C,B,Moderate
735,C,B,C,B,A,B,B,D,C,A,A,C,B,C,C,C,D,C,C,C,B,B,A,C,D,C,A,C,C,B,D,B,D,C,C,Moderate
736,A,B,D,C,D,B,B,C,C,C,D,B,B,D,B,D,B,B,C,B,C,B,B,B,D,C,B,C,A,B,C,C,B,C,B,Moderate
737,C,B,B,D,C,C,B,D,C,D,C,D,B,B,B,C,B,C,D,C,A,A,D,C,C,C,C,B,A,B,B,C,B,C,B,Moderate
738,B,B,C,B,C,C,C,B,B,D,C,C,C,A,B,C,B,A,B,B,C,D,C,D,B,B,B,A,B,C,C,C,B,C,B,Moderate
739,C,C,C,B,A,D,C,B,B,C,D,C,A,D,B,C,C,C,C,C,B,B,C,B,B,B,C,A,A,C,B,C,A,C,A,Moderate
740,C,C,B,C,B,B,B,B,C,B,A,D,A,C,D,D,C,B,C,C,B,C,C,C,C,B,C,C,C,B,C,A,B,C,D,Moderate
741,C,A,B,D,C,B,D,D,C,B,B,B,B,B,D,C,B,A,C,B,C,C,B,B,B,C,D,C,C,B,D,C,C,B,B,Moderate
742,B,C,B,A,B,B,B,A,A,B,D,B,B,C,B,C,C,C,C,C,C,D,B,B,C,B,C,D,C,B,B,B,A,B,A,Moderate
743,C,B,C,C,B,D,B,B,B,C,B,D,A,C,C,C,C,C,C,D,C,D,A,B,B,B,B,C,C,B,C,C,C,B,C,Moderate
744,B,C,B,C,B,A,C,D,C,D,D,A,D,B,B,B,C,C,B,B,C,D,B,C,B,C,A,D,B,B,C,C,B,B,C,Moderate
745,C,A,B,D,C,B,B,B,A,C,B,B,B,B,A,D,D,B,B,D,D,C,C,B,B,B,D,C,A,C,D,C,C,B,B,Moderate
746,B,B,A,B,B,A,C,B,B,C,D,B,A,B,D,A,C,B,C,B,B,C,B,C,B,B,A,A,B,B,B,B,C,B,A,Moderate
747,C,A,C,B,B,C,C,D,B,B,C,C,C,C,C,B,C,C,C,B,D,B,D,D,B,C,D,C,B,A,B,C,A,B,B,Moderate
748,B,B,D,D,D,B,A,C,C,D,B,C,B,D,B,C,D,A,B,C,C,B,B,B,C,B,D,A,B,B,A,A,C,D,A,Moderate
749,B,C,C,C,B,B,C,B,B,D,A,B,C,B,C,C,D,B,B,B,B,B,D,C,A,A,C,B,B,B,B,C,C,C,B,Moderate
750,B,C,A,C,B,C,D,B,A,C,D,B,B,B,A,B,A,C,B,C,B,B,B,B,C,C,B,B,B,D,A,D,A,C,B,Moderate
751,B,B,B,C,C,C,D,C,B,A,C,B,C,B,B,B,D,C,B,B,C,C,C,B,C,C,D,C,C,C,C,D,B,C,D,Moderate
