ID,achievement_satisfaction,irritation,hurry_to_finalize,self_doubt,rumination,emotional_repression,pessimism,disappointment_fretting,work_detachment,indecisiveness,easily_wound_up,loneliness,weather_mood,achievement_dissatisfaction,impatience,smoking,lack_confidence,unclear_thinking,rushed_work,poor_sleep,alcohol,relaxation_difficulty,poor_concentration,lack_exercise,noise_sensitivity,headaches,clammy_hands,criticism_sensitivity,panic_attacks,distrust,stomach_issues,people_pleasing,distractibility,easily_frightened,time_pressure,StressLevel
581,C,A,B,D,C,A,A,A,B,B,B,B,B,A,C,A,B,D,B,A,B,C,B,C,A,B,A,A,B,D,D,C,C,A,A,Moderate
582,B,D,C,B,B,C,B,B,C,A,B,B,B,D,B,B,B,A,C,D,A,C,A,A,B,B,B,A,B,D,A,A,C,D,D,Moderate
583,A,A,C,B,A,D,B,B,B,B,B,B,B,B,C,B,B,B,A,B,B,D,C,A,A,C,B,D,D,C,A,D,B,D,C,Moderate
584,A,C,C,A,C,B,B,B,B,A,B,D,B,C,A,C,D,B,A,C,C,C,B,B,C,A,A,B,C,A,B,C,A,C,B,Moderate
585,C,B,A,C,D,D,B,A,B,A,B,B,B,B,D,B,C,C,B,B,A,D,D,B,B,D,A,B,C,B,B,B,A,D,D,High
586,C,D,D,B,A,A,C,D,B,C,C,B,C,A,A,A,C,B,B,C,B,B,B,B,C,A,B,B,A,C,A,C,C,C,D,Moderate
587,C,C,B,B,B,B,C,B,B,B,C,A,B,B,D,A,C,A,B,B,A,C,B,C,D,A,B,A,D,D,B,D,B,B,D,Moderate
588,B,B,B,C,B,A,A,B,A,B,D,B,A,D,A,B,A,A,B,A,C,C,B,B,A,B,B,B,A,B,A,A,A,C,C,Low
589,D,B,B,C,C,B,B,B,A,C,C,B,C,D,B,D,A,B,A,D,B,C,C,A,C,B,D,C,D,B,A,C,B,C,C,High
590,B,C,A,A,D,A,C,B,B,A,A,A,D,A,C,B,A,A,A,C,C,B,B,B,D,D,C,B,B,D,A,B,B,B,C,Moderate
591,B,B,A,B,D,D,B,C,C,C,C,B,D,A,C,C,A,C,C,A,A,B,D,B,A,D,C,C,A,D,A,B,B,C,A,Moderate
592,B,C,A,A,A,A,B,A,B,B,B,C,A,D,D,D,C,D,C,A,D,B,D,C,B,D,B,C,C,B,B,B,B,C,D,High
593,A,B,B,B,C,A,D,B,C,D,C,C,C,A,B,C,C,A,C,A,B,C,A,A,B,D,B,B,B,D,A,B,B,C,B,Moderate
594,C,C,A,B,A,C,B,A,B,C,B,B,C,C,A,A,C,B,A,B,B,D,D,D,B,C,C,A,B,D,C,B,D,B,C,Moderate
595,C,C,A,A,C,B,B,B,A,B,B,B,B,B,C,B,B,D,B,C,C,C,D,B,B,A,B,B,A,A,B,A,A,A,A,Moderate
596,A,C,A,D,D,C,B,C,B,A,B,B,B,B,A,C,B,A,C,C,D,C,A,A,C,A,A,C,D,D,D,C,C,B,A,Moderate
597,D,D,D,D,B,B,A,A,B,B,D,C,C,B,C,A,B,B,B,A,A,C,B,D,C,B,B,D,D,B,A,B,C,A,B,High
598,D,B,D,A,C,D,C,B,B,C,C,A,A,A,C,B,D,A,A,A,A,B,B,B,C,D,D,D,C,C,C,D,B,B,D,High
599,D,C,A,C,C,C,A,A,C,C,B,B,C,A,D,C,A,A,A,C,A,C,D,C,B,B,A,B,B,B,C,B,D,A,C,Moderate
600,B,A,B,D,B,C,A,D,B,A,B,C,B,C,A,B,D,C,B,B,B,C,C,C,C,A,B,A,A,A,D,C,C,B,A,Moderate
601,B,A,B,D,C,C,D,C,C,B,C,C,C,C,C,C,B,C,B,B,B,A,D,A,C,B,B,D,B,B,B,B,C,A,D,High
602,D,B,D,D,D,C,A,A,B,A,B,B,A,B,A,A,B,A,C,B,B,D,A,B,D,D,B,C,A,B,A,B,D,B,D,Moderate
603,B,C,B,A,B,C,B,A,A,D,A,B,A,C,C,D,A,B,B,B,A,B,C,C,B,B,B,C,B,D,A,A,C,A,A,Moderate
604,C,B,A,C,C,B,B,B,B,A,D,B,B,C,B,B,C,B,D,C,B,C,B,D,B,D,D,C,A,B,B,A,C,A,C,High
605,B,A,A,A,B,B,C,A,A,D,D,B,D,C,D,B,B,A,C,A,B,B,D,B,B,A,B,A,B,B,D,C,D,B,B,Moderate
606,C,C,C,B,D,B,B,C,B,B,A,B,B,C,B,B,B,C,B,D,B,A,A,C,B,C,B,C,C,B,D,B,B,D,A,Moderate
607,B,B,D,C,B,D,A,C,B,C,D,C,C,A,B,B,A,A,B,B,A,A,A,B,A,B,B,C,B,A,B,C,B,A,C,Moderate
608,A,B,B,A,A,A,D,C,B,C,A,B,D,B,B,B,A,A,B,C,B,B,D,A,A,C,C,D,A,B,D,C,B,C,B,Moderate
609,D,C,B,A,D,C,B,C,D,C,B,D,A,D,B,A,D,C,C,B,D,D,A,B,D,A,B,D,A,C,A,B,B,A,A,High
610,C,B,B,A,A,D,A,C,A,A,D,A,D,A,B,D,C,D,A,C,D,C,A,B,B,D,D,B,C,B,A,B,C,A,A,Moderate
611,B,A,A,B,B,C,C,D,C,C,C,D,D,B,B,A,B,B,D,D,A,B,A,A,A,D,C,B,B,B,B,A,B,C,A,Moderate
612,A,C,B,B,A,A,C,A,B,A,C,C,C,C,B,D,C,C,B,B,C,B,B,A,A,A,B,C,C,B,B,C,A,A,B,Moderate
613,A,B,A,A,B,D,B,B,A,C,D,D,B,A,B,B,C,D,B,B,B,B,A,B,B,A,C,B,B,D,D,B,C,C,A,Moderate
614,A,D,C,D,B,B,C,B,A,A,A,A,C,D,A,B,D,B,B,B,C,A,B,A,C,D,A,B,C,C,B,B,C,D,A,Moderate
615,C,B,D,B,D,D,A,A,B,A,C,B,C,A,A,D,C,D,C,B,B,A,D,A,B,D,B,C,D,D,B,C,B,D,D,High
616,B,C,C,C,A,B,B,D,C,A,B,B,B,C,B,A,D,D,B,A,A,C,A,A,B,D,A,C,B,B,B,B,B,A,D,Moderate
617,B,C,B,C,C,C,D,B,C,B,B,A,B,D,C,B,A,B,B,A,D,A,A,A,B,B,D,B,C,D,D,A,B,C,C,Moderate
618,D,D,B,B,A,B,A,B,A,D,B,B,B,B,A,A,B,B,B,D,C,B,B,C,C,B,A,A,A,A,A,B,C,A,C,Moderate
619,B,B,A,C,B,D,D,B,B,C,A,C,C,C,C,B,C,B,A,C,D,A,A,C,D,B,D,A,A,D,D,D,C,C,A,High
620,C,D,C,A,A,B,D,C,A,B,C,C,C,B,C,D,D,D,A,B,D,D,A,A,A,B,A,A,C,A,C,B,C,B,D,High
621,C,B,A,A,B,A,A,A,A,B,A,D,C,B,B,C,D,C,B,A,A,B,C,B,A,A,B,C,A,B,C,D,B,C,A,Moderate
622,C,B,C,D,B,C,B,A,B,D,C,B,A,C,C,A,B,C,A,B,B,A,C,C,C,D,A,C,C,A,B,B,B,B,B,Moderate
623,B,C,B,A,D,C,A,B,A,A,A,C,D,C,B,B,B,C,A,B,C,A,D,C,D,B,A,D,B,A,D,D,B,D,A,Moderate
624,B,A,D,B,C,B,C,C,B,B,A,D,B,D,A,B,C,D,C,C,C,D,A,C,A,B,B,A,C,C,D,D,A,A,A,High
625,C,C,A,B,B,B,A,A,B,A,B,B,B,C,C,A,B,A,C,D,C,A,A,A,B,B,A,C,A,A,D,A,B,C,B,Low
626,B,B,B,B,A,B,B,B,D,A,B,C,B,C,D,D,C,A,D,C,C,A,A,D,A,D,B,A,B,D,D,D,B,B,B,High
627,C,B,A,B,C,B,A,A,B,C,B,B,C,A,C,B,B,D,C,A,A,A,B,D,D,B,A,C,C,C,B,C,D,C,A,Moderate
628,C,A,A,B,D,B,D,B,B,D,A,B,B,C,D,C,D,D,B,B,B,C,C,B,C,B,C,B,B,B,C,C,A,C,B,High
629,B,B,D,A,C,B,A,D,A,C,C,B,D,A,B,B,D,D,C,B,C,C,A,B,B,C,D,B,B,A,D,D,B,B,C,High
630,C,D,C,C,B,B,B,B,C,D,A,C,A,B,B,B,C,A,B,B,B,D,C,D,B,B,B,C,A,A,B,A,D,A,C,Moderate
631,D,A,B,D,A,C,B,B,C,B,B,C,B,A,B,A,A,C,C,C,C,C,C,A,A,C,C,B,C,A,D,C,B,B,C,Moderate
632,C,D,C,B,A,A,C,B,C,A,B,C,C,A,B,C,D,B,D,B,C,C,A,B,C,D,D,B,A,D,C,D,A,C,C,High
633,C,C,C,B,C,C,C,A,A,B,D,B,D,D,C,B,B,B,D,C,C,B,B,C,C,B,B,B,C,A,A,D,B,A,C,High
634,C,B,C,B,A,A,A,B,C,C,A,B,C,D,A,A,A,B,B,B,B,D,A,D,C,B,B,A,B,A,B,B,C,C,B,Moderate
635,B,A,A,C,A,B,B,A,D,A,A,B,B,C,B,D,A,C,A,D,A,C,C,A,A,D,B,B,A,B,C,B,B,B,A,Moderate
636,C,B,D,A,B,C,B,A,B,B,C,B,A,B,D,A,B,A,B,C,C,C,D,B,B,A,D,C,C,A,A,A,C,C,B,Moderate
637,B,B,B,C,D,D,C,C,A,C,B,B,D,B,A,D,D,C,B,B,C,D,A,C,A,C,C,D,C,C,A,C,C,A,A,High
638,A,A,B,D,B,D,C,B,B,C,C,C,A,B,B,C,A,B,D,A,B,C,A,C,A,A,D,B,B,D,B,A,B,D,C,Moderate
639,D,D,B,B,C,A,B,A,D,C,B,A,B,B,A,B,A,B,A,A,A,B,C,D,A,A,A,B,A,B,D,A,C,A,B,Moderate
640,A,A,D,B,C,A,D,A,C,A,C,B,B,A,C,C,B,D,B,A,B,B,B,A,B,B,B,B,A,B,B,C,B,B,B,Moderate
641,A,D,C,C,B,A,A,D,A,B,A,B,D,C,C,B,C,A,C,A,B,C,B,A,D,C,B,A,C,A,A,A,C,D,A,Moderate
642,B,A,B,B,B,A,C,A,D,B,B,B,B,B,C,B,A,B,B,D,A,C,C,A,C,A,C,A,D,D,B,B,C,B,B,Moderate
643,B,D,A,C,B,C,C,D,C,B,A,C,B,B,A,A,D,B,B,B,B,B,A,B,C,C,D,B,D,A,B,A,A,B,B,Moderate
644,B,A,A,A,B,B,B,B,C,C,C,B,C,B,C,A,A,C,C,B,C,B,C,B,C,B,A,B,B,B,A,B,A,D,B,Moderate
645,B,C,A,B,B,D,D,B,A,B,D,A,C,A,B,A,A,B,C,B,D,B,A,A,A,A,A,A,C,C,D,B,B,C,B,Moderate
646,A,A,D,A,D,A,D,B,D,B,B,A,D,A,D,C,B,A,A,A,B,D,B,C,B,C,C,D,C,C,A,C,B,B,A,Moderate
647,A,B,B,C,C,B,D,B,D,B,A,A,B,A,C,A,A,A,A,C,B,C,D,B,B,D,C,B,B,A,C,A,B,B,A,Moderate
648,A,B,A,A,B,A,A,B,A,A,B,C,B,D,B,A,A,B,C,B,C,B,B,C,A,C,A,C,C,A,C,B,C,C,D,Moderate
649,B,B,B,B,C,C,B,A,B,C,C,A,B,A,B,B,A,C,B,A,B,B,A,B,A,B,A,A,B,A,B,A,B,A,B,Low
650,B,C,B,A,B,B,A,A,B,C,B,D,C,D,B,A,B,A,D,B,C,C,B,C,A,B,B,B,A,B,B,B,C,B,C,Moderate
651,A,B,B,A,C,C,D,C,D,A,A,B,D,C,C,D,C,C,D,B,A,A,B,D,B,C,A,A,B,B,B,B,C,C,C,High
652,B,C,D,B,C,C,A,B,B,D,C,A,C,B,B,D,B,D,A,D,A,C,B,B,A,C,A,C,A,B,B,B,B,A,B,Moderate
653,C,A,C,C,A,C,A,B,D,B,A,B,B,B,C,B,C,A,C,C,C,A,B,A,A,B,C,D,B,D,C,C,B,B,D,Moderate
654,B,B,B,B,C,B,C,B,C,A,C,C,A,C,B,C,B,D,D,B,D,D,C,A,C,A,A,B,A,B,C,C,A,B,C,Moderate
655,B,A,A,D,A,B,B,B,C,A,C,A,B,B,D,D,B,C,D,B,A,C,D,A,D,A,D,A,A,C,A,B,A,C,B,Moderate
656,C,D,C,D,A,B,B,C,D,A,B,C,B,D,C,B,B,C,D,C,C,C,C,C,A,B,C,C,A,B,A,A,B,B,C,High
657,B,A,C,D,C,C,B,B,C,B,B,A,A,C,C,B,C,A,A,C,B,D,A,B,B,B,A,B,D,D,A,B,B,D,D,Moderate
658,C,D,B,C,B,C,A,C,C,A,A,A,A,B,D,C,C,D,C,C,A,B,D,A,B,B,A,D,C,D,B,A,A,A,B,Moderate
659,B,C,B,B,C,C,C,A,B,C,C,A,B,B,D,B,A,C,B,B,B,C,C,D,A,D,A,B,C,C,A,B,C,C,D,High
660,B,A,A,B,B,C,A,B,D,A,A,B,A,A,A,B,B,B,D,B,B,C,A,A,D,A,C,A,D,A,B,D,B,C,B,Moderate
661,B,C,B,B,A,A,C,B,A,A,C,B,D,A,C,B,C,B,C,B,C,D,B,B,D,C,B,C,C,B,B,B,A,B,C,Moderate
662,C,B,D,B,D,C,B,B,C,A,B,A,A,B,A,B,A,B,A,A,D,B,C,A,B,D,D,D,D,A,C,B,A,C,A,Moderate
663,B,C,B,B,B,B,B,A,A,C,B,A,B,A,C,B,B,B,A,B,A,B,B,B,A,B,C,D,B,B,B,C,A,B,B,Low
664,A,D,C,D,B,B,B,C,C,B,D,A,B,C,B,D,A,C,A,D,D,B,B,B,A,B,A,A,D,C,B,A,C,A,A,Moderate
665,A,A,C,C,D,A,B,C,D,A,A,A,B,A,A,C,B,A,A,B,D,D,D,C,D,A,D,C,A,A,A,A,C,A,A,Moderate
666,C,B,A,B,D,A,C,D,C,B,A,B,A,B,A,C,B,A,B,C,A,D,C,A,A,C,A,B,B,C,C,D,C,A,B,Moderate
667,A,C,A,D,B,A,B,A,C,C,A,C,B,C,D,B,B,A,B,A,B,A,A,B,A,A,A,A,B,C,A,B,A,C,B,Low
668,A,C,D,C,B,D,D,B,B,A,A,B,B,C,C,B,A,B,B,D,D,C,C,A,A,D,B,A,B,B,D,A,C,D,D,High
669,A,A,A,B,B,D,A,B,C,D,B,D,B,C,B,D,B,A,C,B,B,A,A,C,B,B,A,C,B,B,A,A,B,A,C,Moderate
670,B,B,D,B,D,C,B,C,B,C,A,C,D,B,D,B,C,A,B,D,B,B,A,C,B,A,C,B,A,C,C,C,B,B,A,Moderate
671,D,C,C,D,A,A,A,A,A,B,C,B,C,D,C,D,A,C,A,B,B,D,B,A,B,C,C,B,C,B,A,C,B,A,B,Moderate
672,C,B,A,D,C,B,A,B,C,B,C,C,D,C,B,B,C,A,A,A,A,B,C,C,B,A,C,A,B,C,B,C,B,C,C,Moderate
673,C,A,A,A,B,B,B,C,A,C,B,D,C,C,C,D,A,C,D,C,A,C,C,B,B,B,C,B,B,D,B,B,C,C,C,High
674,B,C,D,C,D,B,A,D,B,A,A,A,B,B,C,B,D,D,B,C,B,B,B,C,A,A,A,D,D,C,C,C,D,A,B,High
675,C,A,C,C,A,A,B,B,B,C,D,D,A,D,B,A,B,C,A,D,A,B,C,D,A,D,C,A,C,A,A,A,C,D,D,Moderate
676,A,C,B,B,A,A,B,A,B,C,A,B,A,A,A,C,B,B,D,B,A,D,C,A,C,D,C,C,B,A,D,D,C,C,C,Moderate
677,A,B,C,A,A,C,B,D,B,A,A,C,A,C,A,C,D,B,C,D,A,A,C,A,C,C,B,D,A,A,A,C,D,B,B,Moderate
678,D,D,B,C,C,B,D,B,B,A,D,A,B,A,C,C,D,C,A,D,D,A,C,C,B,B,C,B,D,B,D,C,B,B,C,High
679,D,D,A,A,D,B,A,C,C,D,A,B,D,B,D,A,B,A,C,B,C,C,A,D,C,D,A,C,A,A,D,D,C,D,A,High
680,B,C,B,A,C,A,B,C,A,D,A,C,B,D,C,D,C,A,C,B,A,B,B,C,C,D,C,B,B,C,A,D,A,D,B,High
681,B,C,A,A,B,A,B,C,B,A,B,D,A,D,B,C,D,B,A,D,B,A,A,C,C,B,B,B,A,A,B,C,B,B,D,Moderate
682,A,B,D,D,B,D,C,C,B,B,A,A,C,B,B,D,C,D,A,C,A,A,A,B,D,D,A,B,C,A,B,D,A,B,B,Moderate
683,D,D,D,B,D,B,C,C,C,A,A,C,B,D,C,D,B,D,C,A,C,C,C,B,D,C,D,B,C,A,C,C,C,B,B,High
684,C,A,C,C,B,D,B,A,D,B,A,B,A,B,B,A,B,B,B,B,A,B,A,A,B,B,C,A,C,A,B,D,A,C,B,Moderate
685,C,A,C,C,C,A,B,A,B,C,A,B,A,B,A,B,D,B,B,A,A,B,B,B,D,A,B,A,B,C,A,B,B,C,B,Moderate
686,D,B,C,B,D,D,A,B,B,B,A,B,C,A,C,B,C,A,C,B,B,A,C,C,C,B,A,A,B,B,A,B,B,D,C,Moderate
687,C,C,A,C,D,A,D,C,B,B,C,B,B,C,A,B,D,B,A,C,B,C,A,C,D,A,A,B,D,D,A,A,D,A,B,Moderate
688,C,C,A,B,A,B,D,A,A,D,C,C,B,B,B,A,B,C,A,B,B,B,B,A,A,D,A,A,B,A,B,B,B,A,B,Low
689,C,A,C,A,B,B,D,A,C,B,B,A,C,B,B,C,B,B,B,D,C,A,B,B,D,C,B,C,B,A,C,B,B,C,C,Moderate
690,A,B,A,A,A,B,C,B,C,B,A,C,B,A,B,C,A,A,A,B,D,C,B,D,A,C,C,C,A,B,A,C,D,C,B,Moderate
691,C,B,A,B,C,B,C,B,C,C,C,A,B,C,A,B,A,D,B,C,C,B,B,A,B,A,D,D,B,B,A,B,A,A,C,Moderate
692,B,C,C,B,B,C,C,A,C,B,C,D,D,C,A,D,A,C,B,A,A,B,D,C,B,A,B,A,D,B,C,C,C,D,C,High
693,D,D,C,B,A,A,D,C,B,A,B,C,C,D,B,D,B,A,C,A,B,B,B,D,D,C,C,B,A,C,D,A,C,D,C,High
694,B,B,C,A,A,B,C,A,B,B,C,A,C,B,B,D,D,B,A,D,B,A,D,B,B,A,B,C,B,B,C,D,D,C,A,Moderate
695,C,C,B,A,B,C,D,A,B,A,D,B,D,B,B,B,A,C,C,B,B,A,A,A,B,C,A,B,D,A,A,C,A,C,B,Moderate
696,D,C,B,C,A,B,C,B,C,C,B,D,A,B,A,C,B,D,A,D,B,D,C,A,D,C,C,C,C,D,B,A,D,B,B,High
697,A,B,C,C,B,D,A,B,A,A,A,A,B,C,B,A,C,B,B,C,B,A,B,A,D,A,B,B,D,C,B,A,A,B,C,Moderate
698,D,B,D,C,C,B,A,B,C,A,D,B,A,C,B,D,A,C,B,B,A,B,A,B,B,A,B,B,B,A,C,A,D,D,C,Moderate
699,D,B,A,B,A,B,A,C,C,A,B,A,A,D,B,B,B,B,D,A,D,B,D,B,B,B,B,B,C,A,A,C,B,B,B,Moderate
700,A,C,C,D,B,A,C,B,A,C,B,B,C,B,B,A,A,A,C,B,B,B,B,C,C,A,D,A,A,D,C,C,C,C,C,Moderate
701,D,D,A,B,B,B,A,C,D,B,B,B,D,B,D,A,B,B,A,A,C,C,A,B,B,A,C,B,B,A,B,D,C,C,D,Moderate
702,B,C,C,D,A,C,B,A,D,D,B,C,B,A,C,B,D,D,A,A,B,C,B,B,A,B,A,D,B,D,A,C,C,A,D,High
703,C,A,D,C,A,D,C,B,B,B,B,A,D,D,A,A,B,A,B,B,B,B,A,B,A,D,C,D,A,B,B,B,D,B,A,Moderate
704,C,C,D,A,C,A,B,C,C,C,B,C,D,C,C,A,A,A,B,A,B,B,A,C,B,B,B,D,B,C,A,A,C,B,D,Moderate
705,C,B,A,B,D,A,C,D,C,A,C,B,C,D,A,D,B,B,B,A,A,B,D,D,B,C,D,D,D,B,A,A,B,B,D,High
706,B,C,C,A,D,C,C,B,D,A,B,D,C,B,B,A,A,A,D,D,D,C,A,A,D,B,C,D,D,C,A,D,D,A,C,High
707,D,D,D,B,C,D,B,B,A,C,B,B,B,C,B,C,B,B,A,A,A,B,A,C,D,A,B,B,A,B,D,C,B,C,A,Moderate
708,C,B,B,B,C,B,B,D,A,C,B,A,B,B,A,A,A,C,D,C,A,A,B,B,C,C,D,B,B,C,B,B,A,D,C,Moderate
709,B,B,D,A,D,B,C,D,B,C,A,B,A,C,D,B,B,C,D,B,B,A,B,A,C,A,C,B,C,B,D,C,B,D,A,High
710,A,C,D,B,B,C,B,B,D,A,C,A,A,B,B,D,B,C,D,D,A,B,A,B,D,D,A,A,C,A,A,A,B,C,B,Moderate
711,C,B,D,B,D,D,B,A,D,B,B,C,A,A,B,B,B,D,B,D,A,D,C,C,A,B,C,B,B,B,D,C,B,D,B,High
712,C,B,B,D,C,B,B,A,B,B,B,B,B,A,B,B,D,B,B,B,B,B,D,B,D,C,B,B,B,A,A,D,B,B,B,Moderate
713,A,B,D,B,B,D,C,C,B,C,D,C,C,A,B,A,A,A,B,B,C,D,B,A,B,B,C,C,C,D,B,A,C,C,A,Moderate
714,B,A,C,B,A,B,D,D,B,A,B,B,A,A,C,B,D,D,B,B,C,A,C,B,B,C,C,B,B,A,C,A,A,A,B,Moderate
715,A,B,B,A,B,D,B,C,A,C,A,A,B,C,B,D,B,B,A,A,B,C,B,B,B,B,C,B,A,C,C,B,A,A,C,Moderate
716,A,C,D,A,C,A,C,A,D,B,A,B,B,D,A,A,A,B,B,A,B,C,D,B,D,A,C,D,C,B,B,B,B,C,A,Moderate
717,C,B,C,B,B,B,B,A,B,D,D,B,A,B,C,D,B,C,B,D,A,C,C,B,A,C,B,B,C,B,A,B,B,B,C,Moderate
718,A,C,D,A,D,C,B,A,B,C,D,B,C,C,A,B,A,B,A,D,C,C,B,C,B,A,C,A,C,D,B,B,B,A,B,Moderate
719,A,C,C,B,B,C,C,A,C,B,C,A,B,C,A,B,B,B,A,D,B,D,C,D,C,C,B,D,B,C,B,C,C,B,D,High
720,B,B,A,A,B,A,B,C,B,B,C,B,C,D,D,B,C,A,A,A,B,B,B,A,B,D,B,A,B,C,C,A,B,B,A,Moderate
721,B,C,A,C,B,C,A,C,C,C,B,D,B,B,C,A,D,B,C,C,B,C,A,A,D,A,B,B,B,C,A,B,B,A,B,Moderate
722,D,B,D,D,A,B,B,A,D,C,C,D,B,C,C,D,C,B,C,C,D,C,A,A,B,B,B,B,A,B,C,A,B,B,C,High
723,C,C,C,C,C,A,A,D,C,C,B,C,C,D,B,C,B,A,B,A,B,B,B,D,D,B,C,D,A,B,C,A,D,B,D,High
724,C,B,C,A,D,B,A,B,A,C,C,A,B,B,B,C,D,D,B,D,B,D,C,A,A,A,B,A,D,C,B,B,B,A,B,Moderate
725,D,A,C,C,D,C,A,B,C,A,A,A,D,B,B,B,C,B,A,D,D,B,B,B,D,B,D,B,C,B,C,A,C,A,D,High
726,C,C,B,D,B,D,A,D,D,A,A,A,C,B,A,B,B,B,B,B,D,B,B,B,C,D,B,A,A,A,A,D,D,B,A,Moderate
727,B,B,A,C,B,B,B,C,B,B,B,D,A,D,B,A,B,A,A,D,C,C,D,D,B,B,A,A,B,D,B,A,B,A,A,Moderate
728,C,A,B,B,B,A,D,B,B,B,A,D,B,C,B,C,A,C,B,C,B,C,C,D,D,D,B,B,B,A,B,C,A,B,C,Moderate
729,D,C,A,C,C,A,A,D,D,A,B,D,A,D,D,A,A,B,D,A,D,D,B,D,D,A,C,B,C,A,B,A,B,D,B,High
730,D,C,A,D,B,B,B,D,B,C,C,B,B,A,B,B,C,A,B,B,B,B,B,B,C,B,B,C,D,D,A,A,D,A,A,Moderate
731,B,D,D,D,B,B,B,A,B,A,A,A,B,C,B,B,B,A,A,B,D,C,A,C,B,A,A,C,C,C,D,C,C,A,A,Moderate
732,C,B,B,C,A,A,A,C,C,A,B,D,B,C,C,B,B,D,B,A,A,D,B,A,A,D,C,D,C,C,B,B,D,B,A,Moderate
733,C,D,C,B,A,A,A,C,B,C,A,D,C,C,B,C,A,B,B,A,D,C,B,B,B,C,A,A,B,C,C,A,C,D,D,Moderate
734,D,B,A,B,A,C,B,B,A,A,B,C,C,B,C,B,A,B,C,B,B,B,B,A,A,C,C,C,B,D,B,B,A,A,C,Moderate
735,A,A,B,A,C,B,B,A,C,B,C,A,A,D,A,A,C,C,D,B,C,B,D,A,A,B,C,A,B,C,B,A,B,B,A,Moderate
736,C,C,A,B,C,D,C,B,B,A,B,A,A,C,D,D,B,C,C,B,A,B,D,B,D,B,C,C,A,B,D,A,B,C,B,High
737,C,D,B,D,B,D,C,B,B,C,A,B,C,B,B,D,B,B,D,D,D,B,B,B,C,B,B,C,C,D,C,C,B,A,B,High
738,A,C,B,D,B,C,B,D,B,A,A,A,C,B,C,A,D,D,A,B,B,B,D,C,A,D,D,C,D,B,B,B,C,A,D,High
739,C,B,D,A,C,B,B,B,B,B,A,C,D,B,C,B,D,A,B,A,D,A,A,D,D,D,B,B,C,D,A,D,C,B,C,High
740,D,B,C,B,B,D,B,A,D,B,A,D,D,B,C,A,A,B,C,B,B,C,C,C,C,A,C,A,B,A,D,B,C,A,A,Moderate
741,D,C,D,C,A,B,C,B,B,B,C,B,B,B,D,A,C,C,B,B,A,B,B,C,A,B,C,B,D,C,B,C,A,C,A,Moderate
742,C,B,C,C,A,C,A,B,C,C,A,D,B,A,D,A,B,D,C,D,A,A,C,C,C,D,A,C,C,A,B,D,C,B,B,High
743,D,D,B,B,C,B,B,B,B,B,A,A,B,B,D,A,C,B,D,A,A,A,C,B,D,C,D,B,A,C,C,B,A,D,B,Moderate
744,B,A,C,A,C,B,D,C,A,A,A,D,A,C,D,B,C,C,C,C,A,D,B,D,B,B,B,C,B,C,B,B,C,C,B,High
745,D,C,C,D,B,B,B,B,C,D,C,A,B,A,C,A,C,B,A,A,B,C,C,D,B,C,B,A,A,A,C,A,C,D,C,Moderate
746,D,D,B,B,C,C,C,B,D,C,B,A,C,D,B,B,A,A,C,A,A,D,A,A,C,B,D,A,A,C,B,D,B,A,B,Moderate
747,C,A,B,A,A,C,B,A,A,B,B,B,D,B,A,B,B,D,C,C,D,B,A,A,C,C,C,A,B,A,A,B,B,B,B,Moderate
748,B,A,B,A,B,B,C,B,C,A,B,B,C,A,B,D,C,C,C,D,B,C,C,D,D,B,C,A,A,D,D,C,A,A,A,Moderate
749,C,C,A,A,A,B,C,B,B,A,D,B,C,B,C,C,B,B,B,A,D,C,C,C,B,A,A,A,A,A,C,B,A,A,D,Moderate
750,C,C,B,A,A,C,A,B,D,A,D,B,C,B,B,D,D,C,A,D,C,B,A,A,C,A,B,C,B,C,B,B,D,A,B,Moderate
751,D,A,A,B,A,A,B,C,D,A,B,C,A,A,C,B,D,A,A,D,B,A,A,A,B,C,A,C,B,D,D,D,B,B,A,Moderate
752,B,B,C,B,A,A,C,B,A,A,C,C,D,D,D,C,A,A,A,B,D,B,C,A,D,B,C,A,A,D,B,A,B,C,B,Moderate
753,C,A,A,B,C,B,B,C,D,A,B,B,A,A,C,A,B,C,C,B,A,B,B,A,A,A,C,C,B,C,A,C,B,A,C,Moderate
754,B,B,A,B,D,B,C,A,C,A,B,B,A,D,C,C,B,B,A,B,C,D,A,D,B,B,A,A,C,C,B,A,C,B,A,Moderate
755,B,D,B,D,A,B,B,D,B,C,B,A,B,C,C,B,C,B,A,D,D,D,B,B,D,C,D,B,D,A,A,B,B,D,A,High
756,A,C,C,B,A,B,B,A,C,C,C,B,A,A,D,A,C,B,C,C,C,A,A,B,B,B,B,D,A,C,C,B,C,C,A,Moderate
757,A,B,B,B,D,C,B,D,A,B,B,B,C,C,B,B,D,D,C,C,C,B,A,B,D,B,A,A,A,B,B,B,A,B,D,Moderate
758,A,B,A,B,A,B,B,B,B,B,B,A,A,A,A,B,A,A,B,A,C,B,C,A,A,B,A,B,D,C,A,B,B,B,B,Low
759,B,A,D,A,B,D,C,B,C,D,D,B,B,A,C,B,B,B,D,C,B,C,B,B,B,D,B,A,D,C,B,B,B,B,C,High
760,B,A,B,B,B,A,C,B,C,B,B,C,A,B,A,B,A,B,C,A,A,C,A,A,A,D,A,B,C,D,C,B,C,B,C,Moderate
